Theme,Palette Name,Color Index,R,G,B
seasonal,Summer Solstice,4,1.0000,0.9500,0.7000
seasonal,Summer Solstice,5,0.9000,0.3000,0.0000
seasonal,Summer Solstice,6,0.1000,0.7000,1.0000
seasonal,Summer Solstice,7,1.0000,0.6000,0.1000
seasonal,Summer Solstice,8,0.3000,0.9000,0.6000
seasonal,Summer Solstice,9,1.0000,0.9000,0.4000
seasonal,Summer Solstice,10,0.8000,0.2000,0.0000
seasonal,Summer Solstice,11,0.0000,0.5000,0.8000
seasonal,Winter Solstice,0,0.0500,0.1000,0.2000
seasonal,Winter Solstice,1,0.8000,0.8500,0.9500
seasonal,Winter Solstice,2,0.1000,0.1500,0.3000
seasonal,Winter Solstice,3,0.7000,0.7500,0.8500
seasonal,Winter Solstice,4,0.0200,0.0500,0.1000
seasonal,Winter Solstice,5,0.9000,0.9200,0.9800
seasonal,Winter Solstice,6,0.1500,0.2000,0.4000
seasonal,Winter Solstice,7,0.6000,0.6500,0.7500
seasonal,Winter Solstice,8,0.0000,0.0000,0.0500
seasonal,Winter Solstice,9,0.9500,0.9800,1.0000
seasonal,Winter Solstice,10,0.2000,0.2500,0.5000
seasonal,Winter Solstice,11,0.5000,0.5500,0.6500
underwater,Coral Kingdom,0,1.0000,0.4000,0.6000
underwater,Coral Kingdom,1,0.0000,0.7000,0.8000
underwater,Coral Kingdom,2,1.0000,0.8000,0.3000
underwater,Coral Kingdom,3,0.2000,0.5000,0.9000
underwater,Coral Kingdom,4,0.9000,0.6000,0.1000
underwater,Coral Kingdom,5,0.0000,0.8000,0.6000
underwater,Coral Kingdom,6,1.0000,0.7000,0.5000
underwater,Coral Kingdom,7,0.1000,0.6000,0.9500
underwater,Coral Kingdom,8,0.9500,0.9000,0.4000
underwater,Coral Kingdom,9,0.0000,0.9000,0.7000
underwater,Coral Kingdom,10,1.0000,0.5000,0.7000
underwater,Coral Kingdom,11,0.3000,0.4000,0.8000
Theme,Palette Name,Color Index,R,G,B
abstract,Liquid Dreams,0,0.8000,0.7000,0.9500
abstract,Liquid Dreams,1,0.9500,0.7500,0.8000
abstract,Liquid Dreams,2,0.7000,0.8500,0.9800
abstract,Liquid Dreams,3,0.9800,0.9600,0.9200
abstract,Liquid Dreams,4,0.6500,0.9000,0.8500
abstract,Liquid Dreams,5,0.8800,0.6800,0.8000
abstract,Liquid Dreams,6,0.9200,0.8800,0.7500
abstract,Liquid Dreams,7,0.7200,0.9200,0.9000
abstract,Liquid Dreams,8,0.7800,0.7800,0.8200
abstract,Liquid Dreams,9,0.9600,0.8200,0.7800
abstract,Liquid Dreams,10,0.8200,0.7200,0.9000
abstract,Liquid Dreams,11,0.9900,0.9900,0.9700
celestial,Comet Trail,0,0.0500,0.1000,0.2500
celestial,Comet Trail,1,0.9500,0.9800,1.0000
celestial,Comet Trail,2,1.0000,1.0000,0.9000
celestial,Comet Trail,3,0.9000,0.7000,0.3000
celestial,Comet Trail,4,1.0000,0.8500,0.4000
celestial,Comet Trail,5,0.0100,0.0200,0.0800
celestial,Comet Trail,6,0.7000,0.8000,0.9500
celestial,Comet Trail,7,0.9800,0.9500,0.8000
celestial,Comet Trail,8,0.8000,0.6000,0.2000
celestial,Comet Trail,9,0.2000,0.2500,0.3500
celestial,Comet Trail,10,0.9200,0.7800,0.3500
celestial,Comet Trail,11,0.4000,0.4500,0.5000
earth,Petrified Wood,0,0.4000,0.2500,0.1500
earth,Petrified Wood,1,0.8000,0.7000,0.6000
earth,Petrified Wood,2,0.5000,0.5200,0.5500
earth,Petrified Wood,3,0.6500,0.6000,0.5000
earth,Petrified Wood,4,0.6000,0.3000,0.2000
earth,Petrified Wood,5,0.7500,0.5500,0.3000
earth,Petrified Wood,6,0.4500,0.5000,0.6500
earth,Petrified Wood,7,0.2000,0.1500,0.1000
earth,Petrified Wood,8,0.9000,0.8500,0.7500
earth,Petrified Wood,9,0.3000,0.2800,0.2500
earth,Petrified Wood,10,0.7000,0.4000,0.2500
earth,Petrified Wood,11,0.5500,0.4500,0.3500
ethereal,Spirit Bloom,0,0.9800,0.9900,1.0000
ethereal,Spirit Bloom,1,0.8500,0.9000,0.9800
ethereal,Spirit Bloom,2,0.9500,0.8500,0.9000
ethereal,Spirit Bloom,3,0.9000,0.9800,0.9200
ethereal,Spirit Bloom,4,0.9200,0.9500,0.8500
ethereal,Spirit Bloom,5,1.0000,0.9500,0.8000
ethereal,Spirit Bloom,6,0.9900,0.9900,0.9600
ethereal,Spirit Bloom,7,0.8800,0.8200,0.9300
ethereal,Spirit Bloom,8,0.9300,0.8000,0.8500
ethereal,Spirit Bloom,9,0.8200,0.9300,0.8000
ethereal,Spirit Bloom,10,0.9600,0.9000,0.9300
ethereal,Spirit Bloom,11,0.7800,0.7800,0.8000
fantasy,Dragonfire Opal,0,0.1000,0.0500,0.0200
fantasy,Dragonfire Opal,1,0.9000,0.2000,0.0000
fantasy,Dragonfire Opal,2,1.0000,0.5000,0.1000
fantasy,Dragonfire Opal,3,0.2000,0.5000,0.9000
fantasy,Dragonfire Opal,4,0.1000,0.7000,0.3000
fantasy,Dragonfire Opal,5,0.4000,0.1000,0.6000
fantasy,Dragonfire Opal,6,0.8000,0.7000,0.2000
fantasy,Dragonfire Opal,7,0.9800,0.9500,0.9000
fantasy,Dragonfire Opal,8,0.7000,0.1000,0.0500
fantasy,Dragonfire Opal,9,0.3000,0.8000,0.7000
fantasy,Dragonfire Opal,10,0.8500,0.4000,0.0000
fantasy,Dragonfire Opal,11,0.6000,0.3000,0.1500
foodie,Tropical Sorbet,0,1.0000,0.6000,0.2000
foodie,Tropical Sorbet,1,0.9500,0.4000,0.5000
foodie,Tropical Sorbet,2,0.5000,0.2000,0.7000
foodie,Tropical Sorbet,3,0.4000,0.8000,0.3000
foodie,Tropical Sorbet,4,0.9800,0.9500,0.8500
foodie,Tropical Sorbet,5,0.9000,0.8000,0.1000
foodie,Tropical Sorbet,6,0.8500,0.3000,0.3000
foodie,Tropical Sorbet,7,0.6000,0.9000,0.4000
foodie,Tropical Sorbet,8,1.0000,0.7000,0.3500
foodie,Tropical Sorbet,9,0.3000,0.5000,0.8000
foodie,Tropical Sorbet,10,0.9200,0.8800,0.2000
foodie,Tropical Sorbet,11,0.9000,0.5000,0.6000
moody,Stormy Seas,0,0.1000,0.2000,0.3000
moody,Stormy Seas,1,0.2000,0.3500,0.3000
moody,Stormy Seas,2,0.3000,0.3200,0.3500
moody,Stormy Seas,3,0.9000,0.9200,0.9500
moody,Stormy Seas,4,0.1500,0.2500,0.4000
moody,Stormy Seas,5,0.0500,0.0800,0.1500
moody,Stormy Seas,6,0.4000,0.4500,0.5000
moody,Stormy Seas,7,0.2500,0.4000,0.3500
moody,Stormy Seas,8,0.0200,0.0300,0.0800
moody,Stormy Seas,9,0.7500,0.7800,0.8200
moody,Stormy Seas,10,0.1200,0.1800,0.2800
moody,Stormy Seas,11,0.5000,0.5200,0.5800
mystical,Oracle's Vision,0,0.2000,0.1000,0.4000
mystical,Oracle's Vision,1,0.4000,0.2000,0.6500
mystical,Oracle's Vision,2,0.7500,0.7800,0.8200
mystical,Oracle's Vision,3,0.8000,0.6500,0.3000
mystical,Oracle's Vision,4,0.3000,0.5000,0.6000
mystical,Oracle's Vision,5,0.1500,0.0500,0.2500
mystical,Oracle's Vision,6,0.6000,0.5000,0.7500
mystical,Oracle's Vision,7,0.5000,0.4500,0.5500
mystical,Oracle's Vision,8,0.9000,0.8000,0.5000
mystical,Oracle's Vision,9,0.2500,0.6000,0.7000
mystical,Oracle's Vision,10,0.1000,0.0000,0.1500
mystical,Oracle's Vision,11,0.9500,0.9800,1.0000
nature,Moonlit Glade,0,0.6000,0.7000,0.8500
nature,Moonlit Glade,1,0.1000,0.3000,0.1500
nature,Moonlit Glade,2,0.9500,0.9800,1.0000
nature,Moonlit Glade,3,0.5000,0.4000,0.7000
nature,Moonlit Glade,4,0.0500,0.1500,0.0800
nature,Moonlit Glade,5,0.3000,0.5000,0.2500
nature,Moonlit Glade,6,0.0000,0.0500,0.1500
nature,Moonlit Glade,7,0.7000,0.6000,0.8000
nature,Moonlit Glade,8,0.4000,0.4200,0.4500
nature,Moonlit Glade,9,0.2000,0.2500,0.4000
nature,Moonlit Glade,10,0.1500,0.4000,0.2000
nature,Moonlit Glade,11,0.8000,0.8200,0.8800
nature,Volcanic Tundra,0,0.4000,0.4200,0.4500
nature,Volcanic Tundra,1,0.3000,0.4000,0.2500
nature,Volcanic Tundra,2,0.7000,0.8000,0.9000
nature,Volcanic Tundra,3,0.1500,0.1500,0.1800
nature,Volcanic Tundra,4,0.5000,0.3000,0.2500
nature,Volcanic Tundra,5,0.8500,0.9000,0.9500
nature,Volcanic Tundra,6,0.2500,0.3500,0.2000
nature,Volcanic Tundra,7,0.5500,0.5800,0.6200
nature,Volcanic Tundra,8,0.9800,0.9800,0.9900
nature,Volcanic Tundra,9,0.2000,0.2200,0.2400
nature,Volcanic Tundra,10,0.7000,0.4000,0.3000
nature,Volcanic Tundra,11,0.6000,0.6200,0.6000
sweet,Macaron Assortment,0,0.7000,0.9000,0.6000
sweet,Macaron Assortment,1,0.9500,0.6000,0.7000
sweet,Macaron Assortment,2,1.0000,0.9000,0.5000
sweet,Macaron Assortment,3,0.8000,0.7000,0.9500
sweet,Macaron Assortment,4,0.9800,0.9600,0.8800
sweet,Macaron Assortment,5,0.4000,0.2000,0.1000
sweet,Macaron Assortment,6,0.8500,0.5000,0.6000
sweet,Macaron Assortment,7,0.9000,0.8000,0.4000
sweet,Macaron Assortment,8,0.6000,0.8500,0.9000
sweet,Macaron Assortment,9,0.9800,0.7500,0.8000
sweet,Macaron Assortment,10,0.5000,0.3000,0.2000
sweet,Macaron Assortment,11,0.9000,0.8500,0.7500
underwater,Abyssal Jewels,0,0.0000,0.0500,0.1500
underwater,Abyssal Jewels,1,0.1000,0.6000,0.5000
underwater,Abyssal Jewels,2,0.0000,0.3000,0.7000
underwater,Abyssal Jewels,3,0.2000,0.1000,0.3000
underwater,Abyssal Jewels,4,0.8000,0.7000,0.1000
underwater,Abyssal Jewels,5,0.6000,0.2000,0.1000
underwater,Abyssal Jewels,6,0.0200,0.2000,0.2500
underwater,Abyssal Jewels,7,0.0000,0.0100,0.0500
underwater,Abyssal Jewels,8,0.9500,0.9800,0.9000
underwater,Abyssal Jewels,9,0.0800,0.4000,0.5000
underwater,Abyssal Jewels,10,0.1500,0.1000,0.4000
underwater,Abyssal Jewels,11,0.0000,0.1500,0.3500
vintage,Art Deco Glam,0,0.8000,0.6000,0.2000
vintage,Art Deco Glam,1,0.0500,0.0500,0.0800
vintage,Art Deco Glam,2,0.9500,0.9200,0.8500
vintage,Art Deco Glam,3,0.0000,0.3000,0.3500
vintage,Art Deco Glam,4,0.5000,0.1000,0.1500
vintage,Art Deco Glam,5,0.7000,0.7200,0.7500
vintage,Art Deco Glam,6,0.1000,0.4000,0.2000
vintage,Art Deco Glam,7,0.2000,0.0500,0.3000
vintage,Art Deco Glam,8,0.3000,0.1500,0.1000
vintage,Art Deco Glam,9,0.8500,0.7500,0.5000
vintage,Art Deco Glam,10,0.6000,0.5500,0.4000
vintage,Art Deco Glam,11,0.1200,0.1000,0.1000
vibrant,Holographic Shimmer,0,0.9000,0.6000,1.0000
vibrant,Holographic Shimmer,1,0.6000,1.0000,0.9000
vibrant,Holographic Shimmer,2,0.8000,0.9000,0.5000
vibrant,Holographic Shimmer,3,0.7000,0.7000,0.7500
vibrant,Holographic Shimmer,4,0.9500,0.8000,0.6000
vibrant,Holographic Shimmer,5,1.0000,0.7000,0.8000
vibrant,Holographic Shimmer,6,0.5000,0.8000,1.0000
vibrant,Holographic Shimmer,7,1.0000,0.9500,0.7000
vibrant,Holographic Shimmer,8,0.9800,0.7500,0.9000
vibrant,Holographic Shimmer,9,0.7000,1.0000,0.7000
vibrant,Holographic Shimmer,10,0.6000,0.7000,0.9000
vibrant,Holographic Shimmer,11,0.9900,0.9900,0.9800
warm,Canyon Glow,0,0.8000,0.4000,0.2000
warm,Canyon Glow,1,0.9500,0.6000,0.3000
warm,Canyon Glow,2,0.7000,0.2500,0.1000
warm,Canyon Glow,3,0.8500,0.7000,0.4000
warm,Canyon Glow,4,0.4000,0.2000,0.3000
warm,Canyon Glow,5,0.9000,0.5000,0.2500
warm,Canyon Glow,6,0.9800,0.8000,0.6000
warm,Canyon Glow,7,0.6000,0.3500,0.1500
warm,Canyon Glow,8,0.7500,0.6500,0.5500
warm,Canyon Glow,9,0.5000,0.2200,0.1800
warm,Canyon Glow,10,1.0000,0.7500,0.3500
warm,Canyon Glow,11,0.3000,0.1500,0.1000
Theme,Palette Name,Color Index,R,G,B
abstract,Chromatic Aberration,0,1.0000,0.0000,0.1000
abstract,Chromatic Aberration,1,0.0000,1.0000,0.1000
abstract,Chromatic Aberration,2,0.1000,0.0000,1.0000
abstract,Chromatic Aberration,3,0.9000,0.9000,0.1000
abstract,Chromatic Aberration,4,0.1000,0.9000,0.9000
abstract,Chromatic Aberration,5,0.9000,0.1000,0.9000
abstract,Chromatic Aberration,6,0.0000,0.0000,0.0000
abstract,Chromatic Aberration,7,1.0000,0.4000,0.4000
abstract,Chromatic Aberration,8,0.4000,1.0000,0.4000
abstract,Chromatic Aberration,9,0.4000,0.4000,1.0000
abstract,Chromatic Aberration,10,0.6000,0.6000,0.6000
abstract,Chromatic Aberration,11,0.2000,0.2000,0.2000
atmospheric,Crimson Dawn,0,0.3000,0.0000,0.0500
atmospheric,Crimson Dawn,1,0.5000,0.0500,0.1000
atmospheric,Crimson Dawn,2,0.8000,0.1000,0.1000
atmospheric,Crimson Dawn,3,1.0000,0.3000,0.2000
atmospheric,Crimson Dawn,4,0.9000,0.5000,0.4000
atmospheric,Crimson Dawn,5,0.2000,0.1000,0.2000
atmospheric,Crimson Dawn,6,0.9500,0.7000,0.6000
atmospheric,Crimson Dawn,7,0.7000,0.2000,0.1500
atmospheric,Crimson Dawn,8,0.4000,0.1500,0.2500
atmospheric,Crimson Dawn,9,1.0000,0.8500,0.8000
atmospheric,Crimson Dawn,10,0.6000,0.0800,0.0800
atmospheric,Crimson Dawn,11,0.1000,0.0200,0.0800
atmospheric,Emerald Mist,0,0.1000,0.3000,0.2000
atmospheric,Emerald Mist,1,0.2000,0.4500,0.3000
atmospheric,Emerald Mist,2,0.3000,0.6000,0.4000
atmospheric,Emerald Mist,3,0.7000,0.8000,0.7500
atmospheric,Emerald Mist,4,0.0500,0.2000,0.1500
atmospheric,Emerald Mist,5,0.4000,0.7000,0.5000
atmospheric,Emerald Mist,6,0.9000,0.9500,0.9200
atmospheric,Emerald Mist,7,0.1500,0.4000,0.2500
atmospheric,Emerald Mist,8,0.2500,0.5500,0.3500
atmospheric,Emerald Mist,9,0.6000,0.7500,0.6500
atmospheric,Emerald Mist,10,0.0200,0.1000,0.0800
atmospheric,Emerald Mist,11,0.8000,0.8800,0.8500
botanical,Desert Rose,0,0.8000,0.5000,0.4500
botanical,Desert Rose,1,0.9000,0.6500,0.6000
botanical,Desert Rose,2,0.7000,0.4000,0.3000
botanical,Desert Rose,3,0.4000,0.5000,0.2000
botanical,Desert Rose,4,0.9500,0.8000,0.7500
botanical,Desert Rose,5,0.6000,0.3000,0.2500
botanical,Desert Rose,6,0.3000,0.4000,0.1500
botanical,Desert Rose,7,0.8500,0.6000,0.5500
botanical,Desert Rose,8,0.5000,0.2500,0.2000
botanical,Desert Rose,9,0.2000,0.3000,0.1000
botanical,Desert Rose,10,0.9800,0.9000,0.8500
botanical,Desert Rose,11,0.7500,0.4500,0.3500
botanical,Lush Ferns,0,0.0500,0.2500,0.1000
botanical,Lush Ferns,1,0.1000,0.4000,0.1500
botanical,Lush Ferns,2,0.1500,0.5500,0.2000
botanical,Lush Ferns,3,0.2000,0.6500,0.2500
botanical,Lush Ferns,4,0.0200,0.1500,0.0500
botanical,Lush Ferns,5,0.2500,0.7500,0.3000
botanical,Lush Ferns,6,0.0000,0.1000,0.0200
botanical,Lush Ferns,7,0.3000,0.8000,0.3500
botanical,Lush Ferns,8,0.0800,0.3000,0.1200
botanical,Lush Ferns,9,0.1200,0.4800,0.1800
botanical,Lush Ferns,10,0.1800,0.6000,0.2200
botanical,Lush Ferns,11,0.2200,0.7000,0.2800
cinematic,Blade Runner Blues,0,0.0000,0.0500,0.1000
cinematic,Blade Runner Blues,1,0.0000,0.1000,0.2000
cinematic,Blade Runner Blues,2,0.7000,0.2000,0.0500
cinematic,Blade Runner Blues,3,0.9000,0.4000,0.1000
cinematic,Blade Runner Blues,4,0.0200,0.1500,0.2500
cinematic,Blade Runner Blues,5,0.0000,0.0200,0.0500
cinematic,Blade Runner Blues,6,0.5000,0.1000,0.0200
cinematic,Blade Runner Blues,7,0.0500,0.2000,0.3000
cinematic,Blade Runner Blues,8,1.0000,0.6000,0.2000
cinematic,Blade Runner Blues,9,0.1000,0.2500,0.3500
cinematic,Blade Runner Blues,10,0.8000,0.3000,0.0800
cinematic,Blade Runner Blues,11,0.0000,0.0000,0.0100
cultural,Mediterranean Tiles,0,0.1000,0.3000,0.6000
cultural,Mediterranean Tiles,1,0.9000,0.7000,0.3000
cultural,Mediterranean Tiles,2,0.9500,0.9000,0.8000
cultural,Mediterranean Tiles,3,0.2000,0.5000,0.8000
cultural,Mediterranean Tiles,4,0.8000,0.5000,0.1000
cultural,Mediterranean Tiles,5,0.0500,0.1500,0.4000
cultural,Mediterranean Tiles,6,1.0000,0.8500,0.5000
cultural,Mediterranean Tiles,7,0.3000,0.6500,0.9000
cultural,Mediterranean Tiles,8,0.9800,0.9800,0.9500
cultural,Mediterranean Tiles,9,0.7000,0.4000,0.0000
cultural,Mediterranean Tiles,10,0.1500,0.4000,0.7000
cultural,Mediterranean Tiles,11,0.8500,0.6000,0.2000
cultural,Nordic Woods,0,0.7000,0.6500,0.6000
cultural,Nordic Woods,1,0.4000,0.3000,0.2500
cultural,Nordic Woods,2,0.8500,0.8000,0.7500
cultural,Nordic Woods,3,0.2000,0.2500,0.3000
cultural,Nordic Woods,4,0.9500,0.9200,0.9000
cultural,Nordic Woods,5,0.5000,0.4000,0.3500
cultural,Nordic Woods,6,0.8000,0.7800,0.7000
cultural,Nordic Woods,7,0.3000,0.2000,0.1500
cultural,Nordic Woods,8,0.6000,0.5500,0.5000
cultural,Nordic Woods,9,0.1000,0.1200,0.1500
cultural,Nordic Woods,10,0.9000,0.8800,0.8200
cultural,Nordic Woods,11,0.3500,0.3200,0.2800
dreamy,Aurora Haze,0,0.7000,0.6000,0.9000
dreamy,Aurora Haze,1,0.3000,0.8000,0.7000
dreamy,Aurora Haze,2,0.9000,0.7000,0.8000
dreamy,Aurora Haze,3,0.5000,0.9000,0.6000
dreamy,Aurora Haze,4,0.8000,0.9500,0.9000
dreamy,Aurora Haze,5,0.4000,0.5000,0.8000
dreamy,Aurora Haze,6,0.9500,0.8500,0.7500
dreamy,Aurora Haze,7,0.6000,0.7500,0.9500
dreamy,Aurora Haze,8,0.2000,0.7000,0.6500
dreamy,Aurora Haze,9,0.8500,0.9000,0.9800
dreamy,Aurora Haze,10,0.5500,0.6500,0.8800
dreamy,Aurora Haze,11,0.9800,0.9800,0.9600
elemental,Crystal Cave,0,0.3000,0.2000,0.5000
elemental,Crystal Cave,1,0.9000,0.9500,1.0000
elemental,Crystal Cave,2,0.5000,0.4000,0.7000
elemental,Crystal Cave,3,0.8000,0.7000,0.9000
elemental,Crystal Cave,4,0.2000,0.1000,0.3000
elemental,Crystal Cave,5,0.9500,0.8500,0.9800
elemental,Crystal Cave,6,0.4000,0.3000,0.6000
elemental,Crystal Cave,7,0.7000,0.6000,0.8000
elemental,Crystal Cave,8,0.1000,0.0500,0.2000
elemental,Crystal Cave,9,0.9800,0.9900,0.9500
elemental,Crystal Cave,10,0.6000,0.5000,0.7500
elemental,Crystal Cave,11,0.8500,0.7500,0.9200
ethereal,Celestial Veil,0,0.0500,0.0200,0.1000
ethereal,Celestial Veil,1,0.8000,0.7500,0.9500
ethereal,Celestial Veil,2,0.9000,0.8500,0.7000
ethereal,Celestial Veil,3,0.1500,0.1000,0.3000
ethereal,Celestial Veil,4,0.9500,0.9800,0.9000
ethereal,Celestial Veil,5,0.7000,0.6000,0.8000
ethereal,Celestial Veil,6,0.0100,0.0000,0.0500
ethereal,Celestial Veil,7,0.8500,0.9000,0.9800
ethereal,Celestial Veil,8,0.6000,0.5000,0.7000
ethereal,Celestial Veil,9,0.2000,0.1500,0.3500
ethereal,Celestial Veil,10,0.9800,0.9200,0.8000
ethereal,Celestial Veil,11,0.7500,0.6800,0.8800
fantasy,Elven Silver,0,0.7000,0.7500,0.8000
fantasy,Elven Silver,1,0.8500,0.9000,0.9200
fantasy,Elven Silver,2,0.6000,0.6500,0.7000
fantasy,Elven Silver,3,0.9500,0.9800,0.9900
fantasy,Elven Silver,4,0.5000,0.5500,0.6000
fantasy,Elven Silver,5,0.1000,0.4000,0.2000
fantasy,Elven Silver,6,0.8000,0.8200,0.8500
fantasy,Elven Silver,7,0.9000,0.9200,0.9500
fantasy,Elven Silver,8,0.2000,0.6000,0.3000
fantasy,Elven Silver,9,0.7500,0.7800,0.8200
fantasy,Elven Silver,10,0.9800,0.9900,1.0000
fantasy,Elven Silver,11,0.0500,0.2000,0.1000
foodie,Mint Chip Delight,0,0.6000,0.9000,0.7000
foodie,Mint Chip Delight,1,0.2000,0.1000,0.0500
foodie,Mint Chip Delight,2,0.9500,0.9800,0.9600
foodie,Mint Chip Delight,3,0.4000,0.7000,0.5000
foodie,Mint Chip Delight,4,0.1000,0.0500,0.0200
foodie,Mint Chip Delight,5,0.8000,0.9500,0.8500
foodie,Mint Chip Delight,6,0.3000,0.1500,0.0800
foodie,Mint Chip Delight,7,0.5000,0.8000,0.6000
foodie,Mint Chip Delight,8,0.9000,0.9200,0.9000
foodie,Mint Chip Delight,9,0.1500,0.0800,0.0400
foodie,Mint Chip Delight,10,0.7000,0.9200,0.7500
foodie,Mint Chip Delight,11,0.3500,0.6000,0.4500
futuristic,Quantum Entanglement,0,0.0000,0.9000,0.7000
futuristic,Quantum Entanglement,1,0.8000,0.1000,0.9000
futuristic,Quantum Entanglement,2,0.1000,0.1000,0.1000
futuristic,Quantum Entanglement,3,0.9500,0.9500,0.9800
futuristic,Quantum Entanglement,4,0.3000,0.0000,0.5000
futuristic,Quantum Entanglement,5,0.0000,0.4000,0.8000
futuristic,Quantum Entanglement,6,0.0500,0.0500,0.0500
futuristic,Quantum Entanglement,7,0.7000,0.8000,0.0000
futuristic,Quantum Entanglement,8,0.6000,0.0000,0.7000
futuristic,Quantum Entanglement,9,0.0000,0.7000,0.3000
futuristic,Quantum Entanglement,10,0.9000,0.9000,0.9000
futuristic,Quantum Entanglement,11,0.5000,0.5000,0.5000
gemstone,Black Opal Fire,0,0.0200,0.0100,0.0300
gemstone,Black Opal Fire,1,0.0000,0.5000,0.3000
gemstone,Black Opal Fire,2,0.8000,0.1000,0.0000
gemstone,Black Opal Fire,3,0.0000,0.2000,0.7000
gemstone,Black Opal Fire,4,0.6000,0.0000,0.4000
gemstone,Black Opal Fire,5,0.0500,0.0500,0.0800
gemstone,Black Opal Fire,6,0.1000,0.7000,0.5000
gemstone,Black Opal Fire,7,0.9000,0.3000,0.0500
gemstone,Black Opal Fire,8,0.0000,0.0000,0.0000
gemstone,Black Opal Fire,9,0.0800,0.4000,0.8000
gemstone,Black Opal Fire,10,0.7000,0.0500,0.2000
gemstone,Black Opal Fire,11,0.1500,0.1000,0.1200
historic,Victorian Velvet,0,0.2000,0.0000,0.1000
historic,Victorian Velvet,1,0.5000,0.3000,0.0500
historic,Victorian Velvet,2,0.0500,0.1500,0.0500
historic,Victorian Velvet,3,0.4000,0.0500,0.2000
historic,Victorian Velvet,4,0.7000,0.5000,0.2000
historic,Victorian Velvet,5,0.1000,0.0000,0.0200
historic,Victorian Velvet,6,0.6000,0.2000,0.3000
historic,Victorian Velvet,7,0.3000,0.2000,0.0200
historic,Victorian Velvet,8,0.0200,0.0500,0.0100
historic,Victorian Velvet,9,0.8000,0.6500,0.4000
historic,Victorian Velvet,10,0.3500,0.0200,0.1500
historic,Victorian Velvet,11,0.1500,0.1000,0.0000
moody,Twilight Moors,0,0.1500,0.1000,0.2000
moody,Twilight Moors,1,0.3000,0.2500,0.1500
moody,Twilight Moors,2,0.0500,0.0800,0.1500
moody,Twilight Moors,3,0.4000,0.3000,0.3500
moody,Twilight Moors,4,0.2000,0.2200,0.1000
moody,Twilight Moors,5,0.0100,0.0200,0.0500
moody,Twilight Moors,6,0.2500,0.1500,0.2500
moody,Twilight Moors,7,0.3500,0.3800,0.3000
moody,Twilight Moors,8,0.1000,0.0500,0.1200
moody,Twilight Moors,9,0.4500,0.4000,0.4200
moody,Twilight Moors,10,0.1800,0.1200,0.1800
moody,Twilight Moors,11,0.0000,0.0000,0.0000
nature,Canyon Echoes,0,0.6000,0.3000,0.1500
nature,Canyon Echoes,1,0.7500,0.4500,0.2000
nature,Canyon Echoes,2,0.4000,0.2000,0.1000
nature,Canyon Echoes,3,0.8500,0.6000,0.3000
nature,Canyon Echoes,4,0.5000,0.2500,0.1200
nature,Canyon Echoes,5,0.9000,0.7500,0.5000
nature,Canyon Echoes,6,0.3000,0.1500,0.0500
nature,Canyon Echoes,7,0.9800,0.8500,0.7000
nature,Canyon Echoes,8,0.7000,0.4000,0.1800
nature,Canyon Echoes,9,0.5500,0.3500,0.1600
nature,Canyon Echoes,10,0.8000,0.5000,0.2500
nature,Canyon Echoes,11,0.2000,0.1000,0.0200
nature,Redwood Dawn,0,0.3000,0.1000,0.0500
nature,Redwood Dawn,1,0.5000,0.2000,0.1000
nature,Redwood Dawn,2,0.2000,0.3000,0.1500
nature,Redwood Dawn,3,0.7000,0.3000,0.1000
nature,Redwood Dawn,4,0.1000,0.0500,0.0200
nature,Redwood Dawn,5,0.4000,0.4000,0.2000
nature,Redwood Dawn,6,0.6000,0.2500,0.0800
nature,Redwood Dawn,7,0.9000,0.8000,0.7000
nature,Redwood Dawn,8,0.2500,0.1500,0.1000
nature,Redwood Dawn,9,0.8000,0.5000,0.3000
nature,Redwood Dawn,10,0.1500,0.2000,0.0800
nature,Redwood Dawn,11,0.0500,0.0200,0.0000
noir-accent,Crimson Noir,0,0.0500,0.0500,0.0500
noir-accent,Crimson Noir,1,0.7000,0.0000,0.1000
noir-accent,Crimson Noir,2,0.1500,0.1500,0.1500
noir-accent,Crimson Noir,3,0.5000,0.0000,0.0500
noir-accent,Crimson Noir,4,0.2500,0.2500,0.2500
noir-accent,Crimson Noir,5,0.8000,0.0500,0.1500
noir-accent,Crimson Noir,6,0.0000,0.0000,0.0000
noir-accent,Crimson Noir,7,0.3500,0.3500,0.3500
noir-accent,Crimson Noir,8,0.6000,0.0200,0.0800
noir-accent,Crimson Noir,9,0.1000,0.1000,0.1000
noir-accent,Crimson Noir,10,0.9000,0.1000,0.2000
noir-accent,Crimson Noir,11,0.2000,0.2000,0.2000
noir-accent,Sapphire Shadow,0,0.0200,0.0200,0.0200
noir-accent,Sapphire Shadow,1,0.0000,0.2000,0.6000
noir-accent,Sapphire Shadow,2,0.1000,0.1000,0.1000
noir-accent,Sapphire Shadow,3,0.0000,0.1000,0.4000
noir-accent,Sapphire Shadow,4,0.2000,0.2000,0.2000
noir-accent,Sapphire Shadow,5,0.0500,0.3000,0.8000
noir-accent,Sapphire Shadow,6,0.0000,0.0000,0.0000
noir-accent,Sapphire Shadow,7,0.3000,0.3000,0.3000
noir-accent,Sapphire Shadow,8,0.0200,0.1500,0.5000
noir-accent,Sapphire Shadow,9,0.0800,0.0800,0.0800
noir-accent,Sapphire Shadow,10,0.1000,0.4000,0.9000
